id,title,region,sub_region,area,location,room,hall,toilet,brand,time,layer,floor,price,tenancy,tag
507,花木整租一房世纪公园站龙阳路站带电梯居家装修急,浦东,花木,63.0,南,1,1,1,链家,20天前发布,低楼层,29,5000.0,元/月,近地铁_随时看房
508,整租·徐家汇商圈精装修一室户，小区环境优美生活配套成熟,长宁,新华路,36.0,南,1,1,1,链家,1个月前发布,中楼层,6,4800.0,元/月,近地铁_精装_随时看房
509,：666近地铁优质两房随时入住,浦东,金桥,71.0,南,2,1,1,链家,今天发布,高楼层,6,4200.0,元/月,近地铁_新上_随时看房
510,小区南门就是613号线东明路地铁口拎包入住诚意出租,浦东,世博,50.0,南,1,1,1,链家,2天前发布,高楼层,24,4800.0,元/月,近地铁_新上_随时看房
511,宝宸共和家园2室2厅6500元,宝山,共康,98.0,南,2,2,1,链家,4天前发布,中楼层,18,6500.0,元/月,近地铁_新上_随时看房
512,小区靠塘桥公园，设施完善，近浦电路站4.6号线,浦东,潍坊,37.0,南,1,0,1,链家,6天前发布,高楼层,6,4500.0,元/月,近地铁_新上_随时看房
513,整租·静安区安西小区两房简单装修看房方便租金4500元月,静安,江宁路,40.0,南,2,0,1,链家,8天前发布,高楼层,7,4500.0,元/月,近地铁_随时看房
514,精装地铁房+居住证双南两房+拎包入住+好楼层,浦东,金杨,63.0,南,2,1,1,链家,11天前发布,低楼层,6,5000.0,元/月,近地铁_随时看房
515,龙湖郦城2室2厅5200元,嘉定,嘉定新城,89.0,南,2,2,1,链家,13天前发布,高楼层,27,5200.0,元/月,近地铁_随时看房
516,三门路510弄2室1厅4000元,杨浦,五角场,50.0,南,2,1,1,链家,17天前发布,高楼层,6,4000.0,元/月,近地铁_随时看房
517,地铁口，简单装修，三楼，随时看房,浦东,塘桥,46.0,南,1,1,1,链家,18天前发布,中楼层,6,4000.0,元/月,近地铁_随时看房
518,"精装修南北两房暖心tyle临地铁世纪大道2,4,6,9号线",浦东,源深,52.0,南,2,1,1,链家,19天前发布,低楼层,6,7900.0,元/月,近地铁_随时看房
519,二线江景，小区人车分流，精装修，交通便利！！！,浦东,源深,155.0,南北,3,2,2,链家,21天前发布,中楼层,29,14499.0,元/月,近地铁_随时看房
520,整租·精装2房1厅+南北户型+中间有厅+家具齐*+近3.4.10号线,长宁,新华路,50.0,南,2,1,1,链家,24天前发布,高楼层,6,6300.0,元/月,近地铁_精装_随时看房
521,整租·江苏路地铁站精装电梯两房生活方便出行便利,长宁,中山公园,108.0,南,2,1,1,链家,3天前发布,低楼层,21,10000.0,元/月,近地铁_精装_新上
522,南北两室一厅，采光好，交通方便，房东诚意,浦东,南码头,57.0,南,2,1,1,链家,12天前发布,高楼层,6,4500.0,元/月,近地铁_随时看房
523,御翠豪庭2室2厅21000元,长宁,古北,119.0,南,2,2,2,链家,4天前发布,中楼层,22,21000.0,元/月,近地铁_新上_随时看房
524,明日星城3室2厅12000元,黄浦,董家渡,122.0,南,3,2,2,链家,5天前发布,中楼层,34,12000.0,元/月,近地铁_新上_随时看房
525,整租·品质小区只此一套+装修很棒三间并排朝南+繁华地段静谧,普陀,长寿路,109.0,南,2,2,1,链家,5天前发布,中楼层,26,12800.0,元/月,近地铁_精装_新上
526,石泉路97弄1室1厅3400元,普陀,光新,33.0,南,1,1,1,链家,5天前发布,高楼层,7,3400.0,元/月,近地铁_新上
527,整租·地暖＋中.央空调，业主自住走心装修，朝南首.次出租,静安,南京西路,79.0,南,1,2,1,链家,6天前发布,高楼层,23,16800.0,元/月,近地铁_精装_新上
528,地铁口户型很好的俩房权明户型诚意出租,浦东,世博,49.0,东南,2,1,1,链家,6天前发布,高楼层,6,5000.0,元/月,近地铁_新上
529,整租·大三房，业主新精装修的，家具家电都是新配的,徐汇,龙华,50.0,南,3,1,1,链家,7天前发布,低楼层,4,8000.0,元/月,近地铁_精装
530,电梯小一室户+适合情侣单身白领居住+看房提前约,浦东,塘桥,50.0,北,1,1,1,链家,7天前发布,高楼层,22,6200.0,元/月,近地铁
531,高乐小区2室1厅3100元,松江,松江老城,78.0,南,2,1,1,链家,8天前发布,高楼层,6,3100.0,元/月,近地铁_随时看房
532,整租·老西门新苑3室2厅25000元,黄浦,老西门,149.0,南,3,2,2,链家,10天前发布,中楼层,34,25000.0,元/月,近地铁_精装_双卫生间_随时看房
533,江中公寓精装三房现代化装修南北通透楼层好,松江,松江新城,103.0,南北,3,2,2,链家,10天前发布,中楼层,6,4500.0,元/月,近地铁
534,"房东单间出租,高品外销房,精装修高区观景,人车分流",长宁,西郊,131.0,北,1,2,1,链家,11天前发布,中楼层,8,4000.0,元/月,近地铁
535,中东小区2室0厅6800元,长宁,新华路,50.0,南,2,0,1,链家,11天前发布,低楼层,6,6800.0,元/月,近地铁
536,民健新村地铁7百米精装修可当4房用诚心出租价格可谈,浦东,曹路,72.0,南,3,1,1,链家,11天前发布,高楼层,6,7000.0,元/月,近地铁
537,整租·一号线阳光美景城新出三房两卫，房东诚意价格还能谈,闵行,古美,144.0,南,3,2,2,链家,12天前发布,中楼层,6,9100.0,元/月,近地铁_精装_双卫生间
538,整租·地铁口精装三房，中高区采光好。看房随时，价格可谈,静安,江宁路,143.0,南,3,2,2,链家,18天前发布,中楼层,24,15000.0,元/月,近地铁_精装_双卫生间
539,延吉四村1室1厅3700元,杨浦,黄兴公园,31.0,南,1,1,1,链家,20天前发布,高楼层,6,3700.0,元/月,近地铁_随时看房
540,财富海景花园前排江景房5万。面积337平,浦东,陆家嘴,337.0,西南,3,2,3,链家,21天前发布,低楼层,38,50000.0,元/月,近地铁
541,怡佳苑2室1厅6000元,杨浦,黄兴公园,65.0,东南,2,1,1,链家,22天前发布,高楼层,7,6000.0,元/月,近地铁
542,整租·近4\8号线精装一房房东直租价格便宜,黄浦,蓬莱公园,26.0,北,1,0,1,链家,25天前发布,低楼层,6,3800.0,元/月,近地铁_精装
543,中亚公寓2室1厅6000元,普陀,真如,93.0,南,2,1,1,链家,26天前发布,低楼层,24,6000.0,元/月,近地铁
544,米兰诺贵都，精装两房，采光通风好，房东诚意。,松江,泗泾,89.0,南,2,2,1,链家,27天前发布,高楼层,19,5500.0,元/月,近地铁
545,博山小区精装修单室套近地铁六号线近菜市看房方便,浦东,洋泾,42.0,南,1,1,1,链家,11天前发布,高楼层,6,3400.0,元/月,近地铁_随时看房
546,黑山小区1室0厅4000元,杨浦,中原,31.0,西,1,0,1,链家,20天前发布,中楼层,4,4000.0,元/月,近地铁_随时看房
547,高品质小区近九号线精装*配近漕河泾随时看房拎包入住,闵行,静安新城,91.0,南,2,2,1,链家,29天前发布,中楼层,11,10000.0,元/月,近地铁_随时看房
548,国和二村2室2厅4700元,杨浦,中原,60.0,南,2,2,1,链家,今天发布,高楼层,6,4700.0,元/月,近地铁_新上_随时看房
549,妙境二村2室1厅3800元,浦东,川沙,85.0,南,2,1,1,链家,2天前发布,低楼层,6,3800.0,元/月,近地铁_新上_随时看房
550,控江五村1室1厅4000元,杨浦,黄兴公园,33.0,南北,1,1,1,链家,4天前发布,中楼层,5,4000.0,元/月,近地铁_新上_随时看房
551,整租·居家装修+电梯两房，户型大+配套完善，生活交通便利,徐汇,万体馆,93.0,南,2,1,1,链家,6天前发布,高楼层,20,7500.0,元/月,近地铁_精装_新上_随时看房
552,市光四村2室1厅5000元,杨浦,中原,73.0,东南,2,1,1,链家,7天前发布,高楼层,18,5000.0,元/月,近地铁_随时看房
553,梅园三街坊2室1厅6500元,浦东,源深,48.0,南,2,1,1,链家,11天前发布,高楼层,6,6500.0,元/月,近地铁_随时看房
554,整租·南北通透，房间保养很到位，景观相当不错！诚意出租!,静安,南京西路,33.0,南,1,1,1,链家,13天前发布,中楼层,7,6300.0,元/月,近地铁_随时看房
555,整租·长兴坊2居室5800,徐汇,康健,59.0,南北,2,1,1,门店优选,2天前发布,中楼层,6,5800.0,元/月,近地铁_精装_新上_随时看房
556,整租·颐峰苑3居室14000,徐汇,徐家汇,132.0,南,3,2,2,门店优选,12天前发布,低楼层,16,14000.0,元/月,近地铁_精装_双卫生间_随时看房
557,整租·钦州路111弄1居室4150,徐汇,康健,41.0,南,1,1,1,门店优选,1个月前发布,低楼层,6,4150.0,元/月,近地铁_精装_随时看房
558,整租·亚都国际名园3居室14700,徐汇,徐家汇,156.0,南,3,2,2,门店优选,29天前发布,中楼层,32,14700.0,元/月,近地铁_精装_双卫生间_随时看房
559,整租·科汇公寓2居室8500,徐汇,徐家汇,59.0,南,2,1,1,门店优选,1个月前发布,高楼层,18,8500.0,元/月,近地铁_精装_随时看房
560,东陆六街坊精装两房拎包入住近地铁12号线6号线,浦东,金桥,67.0,南,2,1,1,链家,3天前发布,高楼层,6,5800.0,元/月,近地铁_新上
561,整租·居家装修，采光充足，配套齐*，交通便利,普陀,长寿路,82.0,南,2,2,1,链家,12天前发布,中楼层,30,12000.0,元/月,近地铁_精装_随时看房
562,凤城路104弄2室1厅4400元,杨浦,控江路,50.0,南,2,1,1,链家,4天前发布,高楼层,7,4400.0,元/月,近地铁_新上
563,整租·近地铁38号线简约装修干净整洁看房方便随看随住,虹口,凉城,41.0,南,1,1,1,链家,5天前发布,高楼层,6,3900.0,元/月,近地铁_新上_随时看房
564,真正的闹中取静，精装修江景房，江景房，高楼层,浦东,塘桥,82.0,西南,2,1,1,链家,5天前发布,高楼层,24,7500.0,元/月,近地铁_新上
565,光新苑1室1厅5000元,普陀,光新,31.0,东,1,1,1,链家,5天前发布,中楼层,6,5000.0,元/月,近地铁_新上_随时看房
566,瑞虹新城二期(优贤生活)2室2厅12000元,虹口,临平路,94.0,南北,2,2,1,链家,6天前发布,中楼层,37,12000.0,元/月,近地铁_新上
567,八方大厦2室2厅8500元,浦东,源深,113.0,南,2,2,1,链家,6天前发布,中楼层,26,8500.0,元/月,近地铁_新上_随时看房
568,温馨两房，干净清爽，出门地铁口11号线，随时可看,浦东,三林,61.0,南北,2,1,1,链家,7天前发布,高楼层,6,5200.0,元/月,近地铁
569,好房子，御桥地铁口整租两室，生活出行便利,浦东,御桥,63.0,南北,2,1,1,链家,7天前发布,中楼层,6,4500.0,元/月,近地铁
570,整租·密山新村1室1厅2900元,宝山,淞宝,37.0,南,1,1,1,链家,8天前发布,高楼层,6,2900.0,元/月,近地铁_随时看房
571,天宝恬苑2室2厅4200元,松江,九亭,82.0,南北,2,2,1,链家,10天前发布,中楼层,6,4200.0,元/月,近地铁_随时看房
572,灵新小区2室1厅4700元,虹口,凉城,61.0,南北,2,1,1,链家,10天前发布,高楼层,6,4700.0,元/月,近地铁_随时看房
573,整租·中山公园内环内双南两房，看房方便价可谈，交通便利,长宁,中山公园,92.0,南,2,2,1,链家,11天前发布,低楼层,24,11500.0,元/月,近地铁_精装
574,通风采光好+干净整洁+出行便利生活方便,浦东,北蔡,37.0,南,1,1,1,链家,11天前发布,高楼层,6,4100.0,元/月,近地铁_随时看房
575,新租！精装大平层可办公可居家物业一级随时可看~,浦东,花木,190.0,南,4,2,2,链家,11天前发布,低楼层,35,20000.0,元/月,近地铁
576,整租·新出未出租过的地铁边一房一厅，此套能拎包住,长宁,天山,51.0,南,1,1,1,链家,12天前发布,低楼层,14,8500.0,元/月,近地铁_精装_随时看房
577,精装修叠加别墅、近财富广场、12号线地铁口、诚意出租跃层,闵行,七宝,214.0,南,5,2,2,链家,18天前发布,低楼层,3,16000.0,元/月,近地铁
578,南方新村2室1厅5200元,闵行,古美,74.0,南,2,1,1,链家,20天前发布,高楼层,6,5200.0,元/月,近地铁
579,近2号线30米，精装修，品牌家电，实木家具，随时看,长宁,天山,51.0,南,1,1,1,链家,21天前发布,低楼层,13,10500.0,元/月,近地铁
580,金地湾流域，品质小区，诚心出租,浦东,三林,90.0,南北,2,2,1,链家,22天前发布,高楼层,14,7200.0,元/月,近地铁_随时看房
581,象屿鼎城2+1小三房，开发商装修，品质小区，看房方便,浦东,川沙,92.0,南,3,2,1,链家,25天前发布,中楼层,8,6500.0,元/月,近地铁
582,整租·近江苏路地铁2.11号线新出房源成熟小区精装一室,长宁,中山公园,36.0,南,1,1,1,链家,25天前发布,高楼层,6,5000.0,元/月,近地铁_精装
583,绿地世纪城(一期)2室2厅9300元,普陀,武宁,93.0,南,2,2,1,链家,27天前发布,低楼层,11,9300.0,元/月,近地铁
584,整租·春申府邸2室2厅5600元,闵行,莘庄,89.0,南,2,2,1,链家,11天前发布,低楼层,11,5600.0,元/月,近地铁_精装_随时看房
585,天道俪晶国际公寓1室1厅5600元,闸北,不夜城,53.0,南,1,1,1,链家,19天前发布,中楼层,31,5600.0,元/月,近地铁_随时看房
586,广中四村1室0厅3100元,虹口,凉城,24.0,北,1,0,1,链家,29天前发布,中楼层,7,3100.0,元/月,近地铁_随时看房
587,航华二村嘉丰公寓3室2厅7000元,闵行,航华,135.0,南,3,2,2,链家,1个月前发布,中楼层,6,7000.0,元/月,近地铁_随时看房
588,整租·精装修一房近地铁江苏路站拎包入住,长宁,镇宁路,35.0,南,1,1,1,链家,2天前发布,高楼层,6,5500.0,元/月,近地铁_精装_新上_随时看房
589,11号线地铁口，精装修，采光好！,浦东,三林,61.0,南,2,1,1,链家,4天前发布,中楼层,6,5200.0,元/月,近地铁_新上_随时看房
590,市光三村2室2厅6500元,杨浦,中原,85.0,南北,2,2,2,链家,6天前发布,高楼层,6,6500.0,元/月,近地铁_新上_随时看房
591,上南一村1室1厅3300元,浦东,世博,29.0,南,1,1,1,链家,7天前发布,高楼层,6,3300.0,元/月,近地铁_随时看房
592,整租·虹储小区1室1厅6000元,长宁,虹桥,39.0,南,1,1,1,链家,11天前发布,高楼层,6,6000.0,元/月,近地铁_精装_随时看房
593,简装价格低廉的大同路两房，目前空关，周末看房方便,浦东,外高桥,58.0,南,1,1,1,链家,13天前发布,中楼层,6,2400.0,元/月,近地铁_随时看房
594,整租·宜德苑2居室9500,徐汇,徐家汇,112.0,南,2,1,1,门店优选,13天前发布,高楼层,18,9500.0,元/月,近地铁_精装_随时看房
595,整租·虹桥乐庭3居室14000,徐汇,徐家汇,140.0,南,3,2,2,门店优选,24天前发布,中楼层,27,14000.0,元/月,近地铁_精装_双卫生间_随时看房
596,江中公寓2室2厅3500元,松江,松江新城,94.0,南,2,2,1,链家,19天前发布,中楼层,6,3500.0,元/月,近地铁_随时看房
597,整租·钦州花苑1居室5200,徐汇,田林,55.0,南,1,1,1,门店优选,27天前发布,低楼层,30,5200.0,元/月,近地铁_随时看房
598,6号线中两房，户型正气，家电qu配，看房随时,浦东,金桥,65.0,南,2,1,1,链家,24天前发布,中楼层,6,4600.0,元/月,近地铁_随时看房
599,长白三村1室0厅3200元,杨浦,黄兴公园,29.0,北,1,0,1,链家,3天前发布,高楼层,4,3200.0,元/月,近地铁_新上
600,业主注重细节和品质，只为给租户舒心整洁的居住环境,闸北,西藏北路,47.0,南北,2,1,1,链家,12天前发布,低楼层,6,5800.0,元/月,近地铁
601,缘圆宝邸1室1厅4500元,嘉定,江桥,53.0,南,1,1,1,链家,4天前发布,低楼层,7,4500.0,元/月,近地铁_新上
602,红旗三村2室1厅3200元,闵行,老闵行,56.0,南,2,1,1,链家,5天前发布,高楼层,6,3200.0,元/月,近地铁_新上_随时看房
603,曲一花苑2室1厅5700元,虹口,曲阳,57.0,东南,2,1,1,链家,5天前发布,中楼层,12,5700.0,元/月,近地铁_新上_随时看房
604,整租·金汇丽舍三居室，精装修，诚意出租,闵行,金汇,125.0,南,3,2,2,链家,5天前发布,中楼层,8,10800.0,元/月,近地铁_精装_双卫生间_新上_随时看房
605,国顺路395弄1室0厅4500元,杨浦,五角场,32.0,南,1,0,1,链家,6天前发布,低楼层,6,4500.0,元/月,近地铁_新上
606,新逸仙公寓精装两房拎包入住楼层好近中成智谷,宝山,淞南,88.0,南北,2,2,1,链家,6天前发布,中楼层,6,5700.0,元/月,近地铁_新上
607,整租·装修温馨淡雅出行方便小区带会所管理严楼层视野好,长宁,中山公园,52.0,西南,1,2,1,链家,7天前发布,低楼层,36,12000.0,元/月,近地铁_精装_随时看房
608,翰锦苑，精装2房，南北通透，近地铁,浦东,三林,97.0,南北,2,2,1,链家,7天前发布,高楼层,13,6800.0,元/月,近地铁_随时看房
609,现代星洲城2室2厅9500元,杨浦,周家嘴路,110.0,南,2,2,1,链家,8天前发布,高楼层,16,9500.0,元/月,近地铁_随时看房
610,精装两房+家具家电齐+欢迎咨询，拎包入住,浦东,张江,84.0,南,2,2,1,链家,9天前发布,中楼层,11,9000.0,元/月,近地铁
611,整租·世纪同乐--精装三房出租，采光好，拎包入住！,普陀,武宁,114.0,南,3,2,1,链家,10天前发布,低楼层,34,11500.0,元/月,近地铁_精装
612,银都新村(8至10区)2室1厅3900元,闵行,颛桥,70.0,东南南,2,1,1,链家,10天前发布,高楼层,6,3900.0,元/月,近地铁_随时看房
613,临沂大楼2室1厅6500元,浦东,南码头,74.0,南,2,1,1,链家,11天前发布,中楼层,25,6500.0,元/月,近地铁_随时看房
614,整租·四和花园3室0厅7800元,静安,曹家渡,74.0,东北,3,0,1,链家,11天前发布,高楼层,31,7800.0,元/月,近地铁_精装
615,整租·新凯一期3室2厅5000元,松江,泗泾,98.0,南,3,2,1,链家,12天前发布,低楼层,11,5000.0,元/月,近地铁_随时看房
616,曹杨三村(兰岭园)1室1厅3000元,普陀,曹杨,40.0,南,1,1,1,链家,18天前发布,中楼层,5,3000.0,元/月,近地铁_随时看房
617,整租·名仕苑精装一房房间安静物业负责，居住舒适。,徐汇,徐家汇,79.0,南,1,2,1,链家,19天前发布,低楼层,33,14900.0,元/月,近地铁_精装
618,两房两厅格局，二楼底楼层，上下方便,闵行,老闵行,82.0,南北,2,1,1,链家,21天前发布,中楼层,5,4000.0,元/月,近地铁
619,东欣小区2室1厅8500元,浦东,潍坊,62.0,南,2,1,1,链家,22天前发布,中楼层,25,8500.0,元/月,近地铁
620,证大宽域1室2厅10000元,浦东,源深,77.0,南,1,2,1,链家,25天前发布,中楼层,20,10000.0,元/月,近地铁
621,新装修系统是老照片+电梯地铁4号线,徐汇,徐家汇,43.0,南,1,0,1,链家,25天前发布,低楼层,8,5500.0,元/月,近地铁
622,昌五两房婚房装修出行方便采光好,浦东,世博,56.0,南北,2,1,1,链家,27天前发布,高楼层,6,5500.0,元/月,近地铁
623,合兴小区2室1厅7000元,闸北,不夜城,82.0,南,2,1,1,链家,10天前发布,中楼层,20,7000.0,元/月,近地铁_随时看房
624,桃浦一村瑞香苑1室0厅3300元,普陀,桃浦,38.0,南,1,0,1,链家,19天前发布,高楼层,5,3300.0,元/月,近地铁_随时看房
625,整租·诚租精装三室二厅二卫+虹口足球场38号线+拎包入住,虹口,凉城,144.0,南北,3,2,2,链家,29天前发布,中楼层,11,13500.0,元/月,近地铁_精装_双卫生间_随时看房
626,井亭苑中装房，近韩国街南北通透采光视野好随时看房,闵行,金汇,86.0,南北,2,2,1,链家,1个月前发布,低楼层,6,7300.0,元/月,近地铁_随时看房
627,采光好，价格低，环境优美，空气清新,徐汇,田林,33.0,南,1,0,1,链家,2天前发布,高楼层,6,3500.0,元/月,近地铁_新上_随时看房
628,超大阳台，有地暖，装修保养一级棒，看房有钥匙随时看,浦东,联洋,156.0,南,3,2,2,链家,4天前发布,低楼层,18,14500.0,元/月,近地铁_新上_随时看房
629,整租·生活方便+交通便利，中山公园商圈简装一房,长宁,中山公园,29.0,东南,1,0,1,链家,6天前发布,低楼层,6,4200.0,元/月,近地铁_精装_新上_随时看房
630,由由五村近地铁楼层佳佳通便利配套配齐拎包入住,浦东,北蔡,60.0,南,2,1,1,链家,7天前发布,高楼层,6,5200.0,元/月,近地铁_随时看房
631,整租·天平小区1室1厅6500元,徐汇,徐家汇,47.0,南,1,1,1,链家,11天前发布,高楼层,18,6500.0,元/月,近地铁_精装_随时看房
632,精装一房近地铁楼层好拎包入住,浦东,南码头,34.0,南,1,1,1,链家,13天前发布,中楼层,6,4100.0,元/月,近地铁_随时看房
633,近地铁，*装*配，价格实惠，拎包入住,浦东,外高桥,70.0,南,2,1,1,链家,17天前发布,高楼层,6,3700.0,元/月,近地铁_随时看房
634,内环塘桥板块近4号线20米，配套齐*交通便利,浦东,塘桥,163.0,南,3,2,2,链家,18天前发布,中楼层,22,15000.0,元/月,近地铁_随时看房
635,整租·番南小区1居室5000,徐汇,徐家汇,38.0,南,1,1,1,门店优选,1个月前发布,高楼层,6,5000.0,元/月,近地铁_精装_随时看房
636,6号线精装*配两房，户型正气，家电*配，看房随时,浦东,金桥,75.0,南,2,2,1,链家,21天前发布,高楼层,6,4800.0,元/月,近地铁_随时看房
637,整租·零陵小区1居室5200,徐汇,徐家汇,44.0,南,1,1,1,门店优选,25天前发布,中楼层,5,5200.0,元/月,近地铁_精装_随时看房
638,整租·大两房自住精装修房子不靠路期待您的入住！,浦东,洋泾,103.0,南,2,2,1,链家,3天前发布,低楼层,8,8300.0,元/月,近地铁_精装_新上
639,整租·温馨舒适繁华地段一房，生活购物便利近地铁户型朝东南,长宁,中山公园,53.0,东,1,1,1,链家,12天前发布,低楼层,18,6000.0,元/月,近地铁_精装
640,华清名苑3室2厅12000元,虹口,鲁迅公园,140.0,南,3,2,2,链家,4天前发布,中楼层,26,12000.0,元/月,近地铁_新上
641,石岚三村1室1厅4500元,普陀,真如,42.0,南,1,1,1,链家,4天前发布,中楼层,6,4500.0,元/月,近地铁_新上_随时看房
642,整租·靠闸北公园！精装2改3！南北双阳台！有车位价格另算！,闸北,闸北公园,90.0,南北,2,2,1,链家,5天前发布,低楼层,6,6600.0,元/月,近地铁_精装_新上
643,整租·业主精心装修一室户，户型正气，采光好无遮挡,静安,曹家渡,51.0,南,2,0,1,链家,5天前发布,高楼层,6,6500.0,元/月,近地铁_新上
644,简装两房，干净整洁、高楼层采光好,徐汇,华东理工,55.0,南北,2,1,1,链家,6天前发布,高楼层,6,4500.0,元/月,近地铁_新上
645,业主诚意出租11号线地铁口双南大两房明户型采光棒复式,浦东,三林,130.0,南北,3,2,2,链家,6天前发布,高楼层,6,8000.0,元/月,近地铁_新上
646,伟业金锦苑三村1室1厅4500元,浦东,金桥,57.0,南,1,1,1,链家,7天前发布,中楼层,6,4500.0,元/月,近地铁
647,房子精装修家具qu新近地铁4号线塘桥站,浦东,塘桥,153.0,南,3,2,2,链家,7天前发布,中楼层,20,13000.0,元/月,近地铁
648,7号线长清路精装修一房，居家客厅，家具家电完备。,浦东,世博,38.0,南,1,1,1,链家,8天前发布,低楼层,6,3500.0,元/月,近地铁
649,控江四村1室0厅4000元,杨浦,黄兴公园,31.0,南,1,0,1,链家,9天前发布,高楼层,6,4000.0,元/月,近地铁
650,整租·地铁1411号线+精装一房+采光好位置佳,徐汇,徐家汇,38.0,西,1,1,1,链家,10天前发布,低楼层,18,5990.0,元/月,近地铁_精装
651,长江路68弄2室1厅4500元,宝山,淞南,60.0,南,2,1,1,链家,10天前发布,中楼层,7,4500.0,元/月,近地铁_随时看房
652,嘉善路地铁口，超南，看房随时..,徐汇,斜土路,62.0,南,2,0,1,链家,11天前发布,低楼层,6,6500.0,元/月,近地铁
653,花溪园2室1厅5000元,普陀,曹杨,53.0,南,2,1,1,链家,11天前发布,高楼层,6,5000.0,元/月,近地铁
654,昌五两房业主装修出行方便采光好,浦东,世博,54.0,南,2,1,1,链家,12天前发布,高楼层,6,4800.0,元/月,近地铁
655,茅台花苑2室1厅6500元,长宁,仙霞,72.0,南,2,1,1,链家,18天前发布,中楼层,26,6500.0,元/月,近地铁
656,呼玛五村2室1厅4200元,宝山,张庙,58.0,南,2,1,1,链家,19天前发布,中楼层,6,4200.0,元/月,近地铁_随时看房
657,九村稀有大两房，干净整洁，面积大，近地铁，拎包入住,浦东,潍坊,59.0,南,2,1,1,链家,21天前发布,高楼层,6,6300.0,元/月,近地铁
658,高端住房，精致装修，户型方正，视野开阔，观景极佳,浦东,潍坊,119.0,南,2,2,2,链家,22天前发布,中楼层,33,14000.0,元/月,近地铁_随时看房
659,整租·地铁两房，精装修，中层楼，交通便利，配套齐*,浦东,金桥,96.0,南,2,2,1,链家,24天前发布,中楼层,11,7500.0,元/月,近地铁_精装
660,整租·大二房曹杨路内环边上,普陀,武宁,76.0,南东北,2,1,1,链家,25天前发布,中楼层,5,7500.0,元/月,近地铁
661,新装修，有钥匙，看房方便，房东刚买进温馨舒适大一房,黄浦,五里桥,39.0,南,1,1,1,链家,27天前发布,中楼层,7,7500.0,元/月,近地铁
662,整租·天青色在等烟雨，而此房在等你，方正*明室,普陀,中远两湾城,100.0,南,3,1,1,链家,28天前发布,中楼层,34,10400.0,元/月,近地铁_精装
663,海滨新村1室1厅2300元,宝山,淞宝,41.0,北,1,1,1,链家,19天前发布,高楼层,5,2300.0,元/月,近地铁_随时看房
664,金旋小区1室1厅3800元,浦东,北蔡,44.0,南,1,1,1,链家,29天前发布,中楼层,6,3800.0,元/月,近地铁_随时看房
665,整租·*屋地暖中央空调*装一室诚租看房方便静待有缘,长宁,新华路,53.0,南,1,1,1,链家,1个月前发布,高楼层,6,8600.0,元/月,近地铁_精装_随时看房
666,殷行路301弄1室1厅4200元,杨浦,中原,48.0,南,1,1,1,链家,2天前发布,高楼层,6,4200.0,元/月,近地铁_新上_随时看房
667,4+6蓝村路精装电梯一室看房方便,浦东,塘桥,66.0,南,1,2,1,链家,4天前发布,高楼层,28,5800.0,元/月,近地铁_新上_随时看房
668,"东欣小区，电梯两房，近2,4,6,9世纪大道地铁站",浦东,潍坊,65.0,西南,2,1,1,链家,6天前发布,高楼层,25,7800.0,元/月,近地铁_新上_随时看房
669,精装两房家电齐配双南两房近地铁朝向好采光佳,长宁,新华路,50.0,南,2,1,1,链家,7天前发布,中楼层,6,6500.0,元/月,近地铁_随时看房
670,精装一房近世纪大道地铁站配套齐*,浦东,潍坊,31.0,南,1,1,1,链家,11天前发布,中楼层,6,4500.0,元/月,近地铁_随时看房
671,金沙雅苑(四期)2室2厅8600元,普陀,长征,108.0,南北,2,2,1,链家,13天前发布,中楼层,19,8600.0,元/月,近地铁_随时看房
672,整租·裕德路66弄1居室5000,徐汇,徐家汇,40.0,南,1,1,1,门店优选,11天前发布,高楼层,7,5000.0,元/月,近地铁_精装_随时看房
673,整租·寿益坊2居室5950,徐汇,康健,66.0,南,2,1,1,门店优选,14天前发布,高楼层,6,5950.0,元/月,精装_随时看房
674,整租·花苑村玉兰园2居室5200,徐汇,康健,66.0,南北,2,1,1,门店优选,26天前发布,高楼层,6,5200.0,元/月,近地铁_随时看房
675,整租·长兴坊2居室5000,徐汇,康健,61.0,南,2,1,1,门店优选,1个月前发布,中楼层,6,5000.0,元/月,随时看房
676,整租·樱花园(徐汇)2居室4300,徐汇,康健,61.0,南,2,1,1,门店优选,1个月前发布,中楼层,6,4300.0,元/月,近地铁_随时看房
677,整租·8号线杨思站精装两房一站换乘6、11号线诚意出租,浦东,三林,59.0,南北,2,1,1,链家,3天前发布,高楼层,6,5500.0,元/月,近地铁_精装_新上
678,盛世年华红木家具带地暖三卧朝南看小区花园高楼层,浦东,源深,174.0,南,4,2,2,链家,12天前发布,高楼层,32,24000.0,元/月,近地铁
679,古美一村2室1厅4600元,闵行,古美,60.0,南北,2,1,1,链家,4天前发布,中楼层,6,4600.0,元/月,近地铁_新上_随时看房
680,2号线世纪公园牡丹小区精装两房，中间楼层,浦东,花木,67.0,南,2,1,1,链家,4天前发布,高楼层,6,7300.0,元/月,近地铁_新上_随时看房
681,闻喜小区1室1厅3200元,闸北,彭浦,46.0,南,1,1,1,链家,5天前发布,高楼层,6,3200.0,元/月,近地铁_新上
682,房东自住装修，保养很好，位置很安静,浦东,塘桥,137.0,南,3,2,2,链家,5天前发布,中楼层,11,13000.0,元/月,近地铁_新上
