id,brand,title,price,status,start_time,distance,volumn,gear,tag
535,别克,GL8 2014款 2.4L LT豪华商务行政版-本公司杜绝一切事故泡水火烧车,16.5,,2014年,7.1万公里,2.4升,自动,会员1年_可分期付
536,雪佛兰,科鲁兹 2012款 1.6L SL天地版 AT-美女带小孩一手车,3.58,,2012年,5万公里,1.6升,自动,会员1年_可分期付
537,丰田,凯美瑞 2012款 骏瑞 2.0S 耀动版,4.58,,2011年,9.6万公里,2.0升,自动,低配_会员1年
538,本田,奥德赛 2011款 劲秀 2.4L 舒适版-精品车况 支持鉴定 分期,11.88,,2012年,7万公里,2.4升,自动,低配_会员1年_可分期付
539,丰田,皇冠 2015款 2.5L 时尚限量版-个人一手私家车 商家勿扰,23.8,,2017年,1.2万公里,2.5升,自动,会员1年_可分期付
540,本田,雅阁 2009款 2.0 自动 周年典藏版-个人一手车支持按揭零首付加微聊,6.2,,2009年,12万公里,2.0升,自动,低配_会员2年_可分期付
541,本田,雅阁 2012款 2.0L EX Navi-个人一手车支持按揭零首付加微聊,8.4,,2012年,10万公里,2.0升,自动,会员2年_可分期付
542,别克,GL8 2015款 2.4L 豪华商务尊享版-宁波本地车 车况精品 可分期付,17.0,,2015年,7.5万公里,2.4升,自动,高配_会员1年_可分期付
543,别克,君越 2013款 2.4L SIDI豪华舒适型-本人车主国四排放无事故,12.5,,2013年,10万公里,2.4升,自动,会员2年
544,别克,君威 2011款 2.0L 舒适版-正规车行手续齐全看车可优惠,5.5,,2011年,6.8万公里,2.0升,自动,低配_会员2年
545,奥迪,A4L 2010款 2.0 TFSI 标准型-支持检测 可按揭 过户 提档,9.5,,2010年,11万公里,2.0升,自动,会员1年_可分期付
546,奥迪,A5 2014款 Cabriolet 45 TFSI quattro-支持检测 可按揭 提档 过户,26.5,,2015年,6万公里,2.0升,自动,会员1年_可分期付
547,现代,名图 2014款 1.8L 自动舒适型GL,3.58,,2013年,15万公里,1.8升,自动,会员1年
548,现代,名图 2014款 1.8L 自动舒适型GL,3.58,,2013年,15万公里,1.8升,自动,会员1年
549,本田,XRV 2017款 1.5L LXi CVT经典版-国五标准 全国上牌 车况精品,3.58,,2017年,3.5万公里,1.5升,自动,会员1年_营转非
550,宝马,3系 2013款 改款 320Li 豪华设计套装-车况精品 当天过户 质保两年,3.88,,2013年,8.1万公里,2.0升,自动,会员1年_营转非
551,江铃,"经典全顺 2009款 2.8T 手动 柴油多功能型长轴中顶JX493ZLQ3-现车多,有质保,包提档过户",5.68,,2013年,7.3万公里,2.8升,手动,会员1年_可分期付
552,江铃,"经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-现车多,有质保,包提档过户",5.2,,2013年,7万公里,2.8升,手动,会员1年_可分期付
553,大众,途观 2012款 1.4TSI 手动两驱都会版-首付低 利率低 提车快,8.58,,2012年,6.82万公里,1.4升,手动,低配_会员4年
554,奥迪,A4L 2019款 A4L 40 TFSI 时尚型 国V-200公里新车一台 喜欢微聊,29.6,,2019年,0.02万公里,2.0升,自动,会员1年_可分期付
555,奔驰,CLA级 2016款 CLA 200 时尚型-咨询微聊微聊,21.9,,2016年,2万公里,1.6升,自动,会员1年_可分期付
556,奔驰,C级 2010款 C 200 CGI 优雅型-美女一手车,9.5,,2010年,7万公里,1.8升,自动,会员1年
557,日产,轩逸 2016款 经典 1.6XE 自动舒适版,6.0,,2016年,4万公里,1.6升,自动,会员1年
558,别克,君威 2004款 2.5L 标准型-全程4s店保养个人一手车,1.0,,2004年,14万公里,2.5升,自动,会员1年
559,日产,"天籁 2016款 2.0L XL舒适版-进本网店购车有优惠,同行勿扰",11.98,,2017年,3.8万公里,2.0升,自动,会员1年_可分期付
560,奥迪,"A4L 2017款 40 TFSI 运动型-进本网店购车有优惠,同行勿扰",23.28,,2017年,1.8万公里,2.0升,自动,会员1年_可分期付
561,本田,雅阁 2013款 2.0L LX-个人一手车支持按揭零首付加微聊,9.8,,2013年,8万公里,2.0升,自动,低配_会员2年_可分期付
562,MINI,Countryman 2016款 1.6T COOPER ALL4 Fun装备控-宁波本地车 车况精品 可分期付,18.0,,2016年,4.2万公里,1.6升,自动,低配_会员1年_可分期付
563,大众,迈腾 2016款 1.8TSI 智享舒适型-宁波本地车 车况精品 可分期付,15.68,,2016年,4.5万公里,1.8升,自动,低配_会员1年_可分期付
564,大众,迈腾 2018款 280TSI DSG 越享型-一手寄卖车 合同保证 包过户,13.46,,2017年,3.6万公里,1.4升,自动,会员2年_可分期付
565,大众,迈腾 2013款 2.0TSI 豪华型-高保值 可按揭 首付超低,11.0,,2013年,8.2万公里,2.0升,自动,会员2年_可分期付
566,大众,途观 2010款 2.0TSI 自动四驱旗舰版-正规车行手续齐全看车可优惠,9.6,,2010年,6万公里,2.0升,自动,会员2年
567,奥迪,A6L 2015款 35 FSI quattro 技术型-支持检测 可按揭 过户 提档,29.8,,2016年,5万公里,2.8升,自动,会员1年_可分期付
568,大众,迈腾 2016款 1.8TSI 智享领先型-支持检测 可按揭 提档 过户,14.8,,2016年,4万公里,1.8升,自动,会员1年_可分期付
569,大众,朗逸 2013款 1.6L 自动风尚版,3.65,,2012年,13.2万公里,1.6升,自动,会员1年
570,本田,思域 2016款 220TURBO 自动尊贵版-国五标准 全国上牌 当天过户,3.18,,2016年,4.3万公里,1.5升,自动,会员1年_营转非
571,大众,凌渡 2015款 280TSI DSG豪华版-国五标准 全国上牌 当天过户,2.88,,2015年,6.5万公里,1.4升,自动,会员1年_营转非
572,日产,轩逸 2016款 经典 1.6XE 自动舒适版,4.68,,2016年,10.5万公里,1.6升,自动,会员1年
573,宝骏,560 2016款 1.8 AMT 智能手动豪华型-首付低 利率低 提车快,7.18,,2016年,3.0万公里,1.8升,自动,会员4年
574,雪铁龙,C5 2014款 2.0L 自动尊享型-首付低 利率低 提车快,7.8,,2016年,6.81万公里,2.0升,自动,会员4年
575,奥迪,A6L 2012款 30 FSI 舒适型-车况精品 喜欢微聊,19.8,,2012年,10万公里,2.5升,自动,会员1年_可分期付
576,本田,雅阁 2014款 2.4L EX 豪华版,12.5,,2014年,7万公里,2.4升,自动,会员1年_可分期付
577,别克,君越 2009款 2.4L舒适版-上海老板一手车,4.38,,2009年,9万公里,2.4升,自动,低配_会员1年
578,别克,林荫大道 2008款 2.8 手自一体 舒适版-车况好首付低,3.38,,2007年,9万公里,2.8升,自动,低配_会员1年
579,大众,桑塔纳 2004款 1.8L 手动舒适型-精品车况,0.86,,2005年,14万公里,1.8升,手动,高配_会员1年
580,大众,迈腾 2011款 1.4TSI 标准型,4.5,,2010年,14万公里,1.4升,自动,低配_会员1年
581,保时捷,Macan 2014款 Macan S 3.0T,46.98,,2015年,6.8万公里,3.0升,自动,会员5年_可分期付
582,吉普,自由客 2013款 2.4 CVT 豪华导航版-精品车况,10.28,,2013年,11.3万公里,2.4升,自动,高配_会员5年_可分期付
583,本田,雅阁 2011款 2.0L EX Navi-个人一手车支持按揭零首付加微聊,7.8,,2011年,10万公里,2.0升,自动,会员2年_可分期付
584,本田,雅阁 2010款 2.0L EX Navi-个人一手车支持按揭零首付加微聊,7.2,,2010年,14万公里,2.0升,自动,会员2年_可分期付
585,MINI,2016款 1.5T COOPER-宁波本地车 车况精品 可分期付,17.0,,2016年,2万公里,1.5升,自动,会员1年_可分期付
586,大众,迈腾 2012款 1.8TSI 豪华型-私家代步一手车保养良好支持检测,8.69,,2011年,9.6万公里,1.8升,自动,会员2年_可分期付
587,雪佛兰,迈锐宝 2013款 2.0L 自动豪华版-高保值 可按揭 首付超低,5.88,,2012年,9.2万公里,2.0升,自动,会员2年_可分期付
588,别克,君威 2011款 2.0L 舒适版-正规车行手续齐全看车可优惠,5.5,,2011年,6.8万公里,2.0升,自动,低配_会员2年
589,大众,途观L 2017款 380TSI 自动四驱至尊旗舰版-支持检测 可按揭 提档 过户,25.0,,2017年,3万公里,2.0升,自动,高配_会员1年_可分期付
590,现代,名图 2014款 1.8L 自动舒适型GL,3.58,,2013年,15万公里,1.8升,自动,会员1年
591,丰田,凯美瑞 2012款 骏瑞 2.0S 耀动版,4.5,,2011年,15万公里,2.0升,自动,低配_会员1年
592,哈弗,H6 2012款 1.5T 手动两驱都市型,3.0,,2012年,10万公里,1.5升,手动,低配_会员1年
593,别克,GL8 2014款 2.4L 经典版,9.5,,2014年,9万公里,2.4升,自动,低配_会员1年_可分期付
594,奥迪,A4L 2013款 35 TFSI 自动标准型,14.8,,2013年,5.6万公里,2.0升,自动,会员1年_可分期付
595,本田,奥德赛 2009款 2.4L 豪华版-手续全 过户快,10.18,,2010年,9.0万公里,2.4升,自动,会员4年
596,奔驰,C级 2011款 C 180K 经典型-首付低 利率低 提车快,12.98,,2012年,9.6万公里,1.6升,自动,低配_会员4年
597,奔驰,GLA级 2015款 GLA 200 时尚型-家庭代步车 喜欢微聊微聊,19.8,,2015年,5万公里,1.6升,自动,会员1年_可分期付
598,本田,奥德赛 2018款 2.4L 舒适版,19.8,,2018年,1万公里,2.4升,自动,会员1年_可分期付
599,奥迪,A6L 2010款 2.0 TFSI 自动标准型-上海市局长一手车,9.58,,2009年,7万公里,2.0升,自动,会员1年
600,别克,凯越 2008款 1.6 自动 舒适版-私家精品一手车,1.9,,2008年,9.38万公里,1.6升,自动,会员1年
601,宝马,3系 2013款 328Li 风尚设计套装,19.0,,2012年,9万公里,2.0升,自动,会员1年
602,依维柯,"得意 2009款 2.8T 手动 V35基本型-现车多,有质保,包提档过户",2.89,,2011年,8.5万公里,2.8升,手动,低配_会员1年_可分期付
603,大众,桑塔纳 2007款 1.8L 景畅型-全程4s店保养个人一手车,1.46,,2007年,10万公里,1.8升,手动,会员1年
604,雷克萨斯,"ES 2007款 350 3.5L 自动-实价销售,车况不符陪路费",9.58,,2008年,15万公里,3.5升,自动,高配_会员1年_可分期付
605,宝马,X1(进口) 2012款 sDrive18i 豪华型,14.8,,2012年,4.04万公里,2.0升,自动,低配_会员6年_可分期付
606,丰田,凯美瑞 2016款 2.0G 十周年纪念豪华版-宁波本地车 车况精品 可分期付,16.0,,2017年,3.9万公里,2.0升,自动,会员1年_可分期付
607,凯迪拉克,ATSL 2016款 28T 时尚型-宁波本地车 车况精品 可分期付,17.68,,2016年,5万公里,2.0升,自动,会员1年_可分期付
608,雪佛兰,科沃兹 2016款 1.5L 自动欣享版-一手寄卖车 合同保证 包过户,4.58,,2016年,4.2万公里,1.5升,自动,会员2年_可分期付
609,凯迪拉克,ATSL 2017款 28T 技术型-一手寄卖车 合同保证 包过户,14.88,,2016年,3.8万公里,2.0升,自动,低配_会员2年_可分期付
610,大众,途观 2010款 2.0TSI 自动四驱旗舰版-正规车行手续齐全看车可优惠,9.6,,2010年,6万公里,2.0升,自动,会员2年
611,宝马,7系 2009款 740Li领先型-车况板正 支持检测,24.99,,2010年,8万公里,3.0升,自动,会员1年_可分期付
612,丰田,汉兰达 2015款 2.0T 四驱至尊版 7座-支持检测 可按揭 提档 过户,25.9,,2017年,3万公里,2.0升,自动,会员1年_可分期付
613,依维柯,"2009款 手动 2.8T V39 6座 柴油-现车多,有质保,包提档过户",4.53,,2012年,8.31万公里,2.8升,手动,低配_会员1年_可分期付
614,大众,朗逸 2013款 1.6L 自动风尚版,3.65,,2012年,13.2万公里,1.6升,自动,会员1年
615,大众,朗逸 2013款 1.6L 自动风尚版,3.65,,2012年,13万公里,1.6升,自动,会员1年
616,吉利,帝豪三厢 2016款 三厢 1.5L 手动时尚型,2.48,,2015年,8万公里,1.5升,手动,低配_会员1年
617,江铃,"经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-车况精品,包过户大量依维柯全顺",4.1,,2011年,8.3万公里,2.8升,手动,会员1年_可分期付
618,别克,君越 2010款 2.4L豪雅版,5.0,,2010年,8.6万公里,2.4升,自动,会员1年_可分期付
619,别克,GL8 2017款 25S 豪华型-17年上牌别克GL8 香槟色,24.2,,2017年,1万公里,2.5升,自动,会员1年_可分期付
620,本田,CRV 2017款 240TURBO 自动两驱风尚版-17年上牌CRV1.5T高配,17.4,,2017年,1万公里,1.5升,自动,会员1年_可分期付
621,别克,君威 2005款 2.5L G基本型-上海老板一手车,0.98,,2005年,11万公里,2.5升,自动,会员1年
622,江铃,"经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A-现车多,有质保,包提档过户",4.96,,2013年,7.1万公里,2.8升,手动,会员1年_可分期付
623,江铃,"经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A-现车多,有质保,包提档过户",2.95,,2010年,10万公里,2.8升,手动,会员1年_可分期付
624,本田,"雅阁 2010款 2.0L MT-精品个人一手车,全国可提档过户",3.0,,2008年,9万公里,2.0升,手动,低配_会员1年_可分期付
625,宝马,M系 2018款 M2 M2,47.8,,2018年,1.1万公里,3.0升,自动,会员4年
626,纳智捷,"优6 2015款 1.8T 新创型-车商勿扰,车在宁波,看车微聊",6.1,,2015年,4万公里,1.8升,自动,低配_会员1年_可分期付
627,马自达,6 ATENZA阿特兹 2017款 2.5L 蓝天尊崇版-宁波本地车 车况精品 可分期付,17.0,,2018年,0.6万公里,2.5升,自动,会员1年_可分期付
628,别克,昂科拉 2017款 18T 自动两驱都市领先型-年底急卖非诚勿扰车况可保,9.5,,2017年,1.8万公里,1.4升,自动,低配_会员1年_可分期付
629,别克,君越 2016款 改款 20T 领先型-一手寄卖车 合同保证 包过户,12.08,,2016年,4.2万公里,1.5升,自动,会员2年_可分期付
630,奔驰,S级 2012款 S 300 L 商务型 Grand Edition-车况完美 支持检测,36.99,,2013年,9万公里,3.0升,自动,会员1年_可分期付
631,丰田,兰德酷路泽 2012款 4.0L 自动VX-车况完美 支持检测,42.98,,2014年,8万公里,4.0升,自动,会员1年_可分期付
632,依维柯,"得意 2009款 2.8T 手动 V35基本型-现车多,有质保,包提档过户",4.36,,2013年,7.56万公里,2.8升,手动,低配_会员1年_可分期付
633,江铃,"经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A-现车多,有质保,包提档过户",3.51,,2011年,8.3万公里,2.8升,手动,会员1年_可分期付
634,路虎,揽胜 2015款 3.0 TDV6 Vogue-同行勿扰 实车实图 极品车况,89.99,,2015年,3万公里,3.0升,自动,会员1年_可分期付
635,福特,"蒙迪欧 2017款 EcoBoost 200 时尚型-车商勿扰,支持按揭及车况检测",15.98,,2017年,2.1万公里,2.0升,自动,会员1年_可分期付
636,日产,天籁 2005款 230JM-车况精品,2.0,,2005年,13万公里,2.3升,自动,会员1年
637,奥迪,A6L 2011款 2.4L 豪华型-上海大牌一手车懂行的联系,12.98,,2011年,7.2万公里,2.4升,自动,会员1年
638,雪佛兰,科鲁兹 2013款 1.6L SL天地版 AT,3.5,,2012年,6.2万公里,1.6升,自动,会员1年_可分期付
639,奥迪,A6L 2010款 2.4L 技术型,9.3,,2009年,11万公里,2.4升,自动,会员1年_可分期付
640,本田,CRV 2015款 2.4L 两驱豪华版-15年上牌本田CRV2.0AT,14.0,,2015年,4万公里,2.4升,自动,会员1年_可分期付
641,别克,君越 2009款 2.4L豪雅版-车况好 手续全 过户快,3.58,,2009年,9万公里,2.4升,自动,会员1年_可分期付
642,北汽幻速,"幻速S3 2014款 1.5 手动 豪华型-车商勿扰,车在宁波,看车微聊",2.59,,2014年,3.7万公里,1.5升,手动,会员1年_可分期付
643,北汽幻速,"幻速S3 2016款 S3 1.5 手动 舒适型-车商勿扰,车在宁波,看车微聊",3.2,,2016年,2.7万公里,1.5升,手动,会员1年_可分期付
644,宝马,X1 2016款 sDrive18Li 尊享型-支持任何4s店维修厂检测,22.5,,2017年,1万公里,1.5升,自动,会员1年_可分期付
645,奔驰,S级 2018款 S级 S 450 L-支持任何4s店维修厂检测,110.0,,2017年,0.7万公里,3.0升,自动,会员1年_可分期付
646,别克,君越 2013款 2.0T SIDI 智享旗舰型-高保值 可按揭 首付超低,11.28,,2013年,8.2万公里,2.0升,自动,会员2年_可分期付
647,依维柯,"得意 2009款 2.8T 手动 V35基本型-现车多,有质保,包提档过户",3.25,,2011年,9.39万公里,2.8升,手动,低配_会员1年_可分期付
648,吉利,"帝豪GL 2017款 1.8L 手动精英型-车商勿扰,支持按揭及车况检测",6.8,,2018年,1万公里,1.8升,手动,会员1年_可分期付
649,奥迪,A4L 2015款 45 TFSI quattro个性运动型-本公司杜绝一切事故泡水火烧车,19.8,,2015年,6万公里,2.0升,自动,会员1年_行驶证已验_可分期付
650,丰田,凯美瑞 2012款 骏瑞 2.0S 耀动版,4.58,,2011年,9.6万公里,2.0升,自动,低配_会员1年
651,奔驰,E级 2017款 E 300 L 豪华型-可与新车媲美 看车方便,42.18,,2017年,2.5万公里,2.0升,自动,会员1年_可分期付
652,别克,君威 2009款 2.0L 舒适版,2.8,,2009年,12万公里,2.0升,自动,低配_会员1年
653,江铃,"经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A-现车多,有质保,包提档过户",3.99,,2012年,7.81万公里,2.8升,手动,会员1年_可分期付
654,大众,迈腾 2007款 1.8TSI 自动技术型-一手精品车况等你试驾,3.8,,2007年,11万公里,1.8升,自动,会员1年
655,大众,途观 2010款 2.0TSI 自动四驱旗舰导航版-车况精品无事故,9.6,,2010年,5.9万公里,2.0升,自动,高配_会员1年
656,奥迪,"Q5 2011款 2.0TFSI 技术型-本地老板一手车,整车原版,四驱",15.22,,2011年,8万公里,2.0升,自动,会员1年_可分期付
657,本田,CRV 2013款 2.4L 四驱豪华版-车在上海 非诚勿扰,2.98,,2013年,6万公里,2.4升,自动,会员1年_营转非
658,别克,君威 2010款 2.0T 旗舰运动版-车况精品无事故,5.6,,2010年,5万公里,2.0升,自动,高配_会员1年
659,别克,GL8 2011款 3.0L GT豪华商务豪雅版,11.0,,2012年,12万公里,3.0升,自动,会员1年_可分期付
660,丰田,锐志 2013款 2.5V 尊锐导航版-车况精品 价格可商量 可分期，,15.6,,2014年,5万公里,2.5升,自动,会员1年_可分期付
661,江铃,"经典全顺 2009款 2.8T 手动 柴油多功能型短轴中顶JX493ZLQ3A-现车多,有质保,包提档过户",2.98,,2010年,10万公里,2.8升,手动,会员1年_可分期付
662,别克,英朗GT 2010款 GT 1.8L 自动时尚版-车况精品无事故,3.78,,2010年,6.6万公里,1.8升,自动,会员1年
663,奥迪,A4L 2011款 2.0 TFSI 运动型-车况精品无事故,10.8,,2011年,5.8万公里,2.0升,自动,会员1年
664,别克,凯越 2011款 1.6LXAT-欢迎私聊咨询现场看车试车,2.98,,2011年,6.5万公里,1.6升,自动,高配_会员1年_可分期付
665,吉利,博瑞 2017款 1.8T 尊雅型,8.88,,2017年,1.8万公里,1.8升,自动,会员1年_可分期付
666,大众,CC 2015款 2.0TSI 豪华型-车况精品无事故,16.2,,2015年,2.4万公里,2.0升,自动,会员1年
667,大众,途观 2012款 2.0TSI 自动四驱菁英版-车况精品无事故,10.8,,2012年,5.6万公里,2.0升,自动,会员1年
668,福特,福克斯两厢 2014款 两厢经典 1.8L 自动酷白典藏版-注:车商请勿来电 买车请用微聊,5.58,,2015年,3万公里,1.8升,自动,高配_会员1年_可分期付
669,别克,凯越 2008款 1.8LEATNavi-精品车况 欢迎私聊咨询,1.98,,2008年,9.9万公里,1.8升,自动,高配_会员1年_可分期付
670,别克,君越 2010款 2.4L豪雅版-精品车况 支持按揭 利率低,5.48,,2010年,9.8万公里,2.4升,自动,会员1年_可分期付
671,宝马,5系 2011款 523Li 豪华型-车况精品 价格可商量 可分期,19.88,,2011年,8万公里,2.5升,自动,会员1年_可分期付
672,大众,帕萨特领驭 2011款 1.8T 自动尊品型-车况精品无事故,5.8,,2011年,5.3万公里,1.8升,自动,会员1年
673,奥迪,A4L 2015款 35 TFSI 自动标准型-奥迪A4L高配 白,18.8,,2015年,8.2万公里,2.0升,自动,会员1年_可分期付
674,本田,"CRV 2016款 2.0L 两驱都市版-精品车况,有意者微聊车商勿扰。",15.98,,2016年,3.7万公里,2.0升,自动,高配_会员1年_可分期付
675,奥迪,A4L 2016款 35 TFSI 自动舒适型-年底急卖非诚勿扰车况可保,20.0,,2016年,4.5万公里,2.0升,自动,会员1年_可分期付
676,保时捷,Macan 2014款 Macan 2.0T-注:车商请勿来电 买车请用微聊,39.8,,2015年,8万公里,2.0升,自动,低配_会员1年_可分期付
677,雪佛兰,景程 2009款 2.0 自动智能版-上海精品二手车 包过户,3.38,,2010年,8.5万公里,2.0升,自动,高配_会员1年_可分期付
678,别克,英朗GT 2013款 GT 1.6L 自动时尚版-精品车况 支持按揭 利率低,4.88,,2013年,6.2万公里,1.6升,自动,会员1年_可分期付
679,别克,英朗GT 2012款 GT 1.6L 自动时尚版-精品车况 支持按揭 利率低,4.68,,2012年,6.8万公里,1.6升,自动,会员1年_可分期付
680,宝马,5系 2012款 520Li 典雅型-车况精品 价格可商量 可分期,20.6,,2012年,8万公里,2.5升,自动,低配_会员1年_可分期付
681,宝马,5系 2011款 523Li 领先型-车况精品 价格可商量 可分期,18.0,,2011年,7万公里,2.5升,自动,会员1年_可分期付
682,宝马,5系 2010款 523Li 豪华型-车况精品无事故,11.8,,2010年,6.1万公里,2.5升,自动,会员1年
683,马自达,6 2012款 2.0L 自动超豪华型-车况精品无事故,5.6,,2012年,5.3万公里,2.0升,自动,高配_会员1年
684,奥迪,A4L 2013款 35 TFSI 自动舒适型-奥迪A4L桃木内饰 黑色,15.6,,2013年,7.8万公里,2.0升,自动,会员1年_可分期付
685,宝马,5系 2012款 530Li 豪华型-宝马GT535典雅型 白色,28.8,,2012年,13万公里,3.0升,自动,会员1年_可分期付
686,本田,"CRV 2007款 2.4L 自动四驱豪华版-精品车况,有意者微聊车商勿扰。",6.5,,2008年,13万公里,2.4升,自动,会员1年_可分期付
687,宝马,M系 2016款 M4双门轿跑车 竞速限量版-精品车况 有意者微聊 车商勿扰,75.8,,2018年,2.3万公里,3.0升,自动,会员1年_可分期付
688,奥迪,A6L 2014款 TFSI 标准型-支持任何4s店维修厂检测,20.98,,2014年,7万公里,2.0升,自动,会员1年_可分期付
689,宝马,5系 2014款 525Li 豪华设计套装-年底急卖非诚勿扰车况可保,23.0,,2014年,6万公里,2.0升,自动,会员1年_可分期付
690,奥迪,A6L 2010款 2.0 TFSI 自动标准型-注:车商请勿来电 买车请用微聊,10.88,,2010年,10万公里,2.0升,自动,会员1年_可分期付
691,奥迪,A1 2012款 1.4 TFSI Urban-注:车商请勿来电 买车请用微聊,10.88,,2012年,3.4万公里,1.4升,自动,低配_会员1年_可分期付
692,现代,"名图 2014款 1.8L 自动舒适型GL-到店有活动,买车送油卡",6.79,,2014年,5万公里,1.8升,自动,会员1年_可分期付
693,起亚,"K3 2013款 1.6L 自动DLX-到店有活动,买车送油卡",4.59,,2014年,5万公里,1.6升,自动,会员1年_可分期付
694,别克,英朗GT 2013款 GT 1.6L 自动时尚版-精品车况 支持按揭 利率低,4.88,,2013年,6.2万公里,1.6升,自动,会员1年_可分期付
695,别克,英朗GT 2012款 GT 1.6L 自动时尚版-精品车况 支持按揭 利率低,4.68,,2012年,6.8万公里,1.6升,自动,会员1年_可分期付
696,本田,雅阁 2005款 2.4L 标准版-全程4s店保养随时看车,2.48,,2005年,13万公里,2.4升,自动,会员1年_可分期付
697,宝马,5系 2011款 523Li 豪华型-车况精品 价格可商量 可分期,18.0,,2011年,8万公里,2.5升,自动,会员1年_可分期付
698,依维柯,2012款 Daily 2.5T A32基本型-蓝牌六座宝迪车况超优可分期付款,5.79,,2012年,7.2万公里,2.5升,手动,高配_会员1年_可分期付
699,现代,瑞纳 2014款 1.4L 手动时尚型GS-上海一手车国四排放,2.88,,2014年,3.9万公里,1.4升,手动,低配_会员1年
700,吉利,EC7 2012款 三厢 1.5L 手动超悦型-上海一手车国四排放,1.5,,2011年,11万公里,1.5升,手动,低配_会员1年
701,大众,朗逸 2015款 1.6L 自动风尚版-大众朗逸1.6L 黑色,6.8,,2015年,8万公里,1.6升,自动,会员1年_可分期付
702,大众,朗逸 2017款 1.6L 自动风尚版-大众朗逸1.6风尚版 白,8.0,,2017年,4万公里,1.6升,自动,会员1年_可分期付
703,奥迪,Q5 2016款 40 TFSI 进取型-奥迪Q5 白色,24.6,,2016年,6万公里,2.0升,自动,低配_会员1年_可分期付
704,雷克萨斯,ES 2014款 250 2.5 自动 精英版-须宁波看车嫌远勿聊车商勿扰,23.8,,2014年,6.5万公里,2.5升,自动,低配_会员1年_可分期付
705,大众,帕萨特 2011款 1.8TSI DSG尊荣版-车子没事故可以分期价格可谈,10.3,,2012年,5.8万公里,1.8升,自动,会员2年
706,奥迪,Q5 2012款 2.0TFSI 技术型-精品车况 有意者微聊 车商勿扰,18.6,,2012年,8.5万公里,2.0升,自动,会员1年_可分期付
707,奥迪,Q5 2013款 40 TFSI 技术型-精品车况 有意者微聊 车商勿扰,21.8,,2014年,6万公里,2.0升,自动,会员1年_可分期付
708,沃尔沃,XC60 2012款 2.0T T5 个性运动版-个人精品车可分期可检测V聊,16.0,,2013年,8万公里,2.0升,自动,会员1年_可分期付
709,沃尔沃,XC60 2017款 2.0T T5 智行版-个人精品车可分期支持检测V聊,24.3,,2017年,3万公里,2.0升,自动,低配_会员1年_可分期付
710,奥迪,A1 2014款 30 TFSI Sportback豪华型-注:车商请勿来电 买车请用微聊,9.98,,2014年,4万公里,1.4升,自动,高配_会员1年_可分期付
711,宝马,X3 2013款 改款 xDrive28i 豪华型-注:车商请勿来电 买车请用微聊,25.98,,2013年,8万公里,2.0升,自动,会员1年_可分期付
712,现代,"领动 2016款 1.6L 自动智炫·青春型-到店有活动,买车送油卡",6.59,,2017年,2万公里,1.6升,自动,会员1年_可分期付
713,别克,英朗XT 2010款 XT 1.6L 自动时尚版-精品车况 支持按揭 利率低,3.68,,2010年,8.7万公里,1.6升,自动,会员1年_可分期付
714,别克,英朗GT 2009款 1.6 手自一体 舒适版-精品车况 支持按揭 利率低,3.58,,2009年,9.3万公里,1.6升,自动,会员1年_可分期付
715,本田,雅阁 2004款 2.4L-全程4s店保养个人一手车,2.36,,2004年,15万公里,2.4升,自动,会员1年_可分期付
716,本田,雅阁 2007款 2.0L 自动标准版-全程4s店保养个人一手车,3.68,,2007年,11万公里,2.0升,自动,会员1年_可分期付
717,别克,英朗GT 2013款 GT 1.6L 自动舒适版-手续齐全可以分期,5.2,,2013年,2.3万公里,1.6升,自动,会员2年
718,大众,朗逸 2013款 1.6L 自动风尚版,3.65,,2012年,13.2万公里,1.6升,自动,会员1年
719,大众,朗逸 2013款 1.6L 自动风尚版,3.65,,2012年,13万公里,1.6升,自动,会员1年
720,大众,朗逸 2015款 1.6L 自动舒适版-大众朗逸白色,7.6,,2016年,2.6万公里,1.6升,自动,会员1年_可分期付
721,雪佛兰,迈锐宝XL 2016款 1.5T 双离合锐驰版-雪佛兰迈锐宝XL高配 白色,12.2,,2016年,3.8万公里,1.5升,自动,会员1年_可分期付
722,江铃,经典全顺 2009款 2.8T 手动 柴油标准型短轴中顶JX493ZLQ3-上海专卖全顺依维柯,4.4,,2012年,7万公里,2.8升,手动,会员1年_可分期付
723,道奇,挑战者 2017款 道奇挑战者 3.6 SXT Plus-中介勿扰、精品车随意检测可按揭,42.18,,2017年,0.3万公里,3.6升,自动,高配_会员1年_可分期付
724,沃尔沃,V40 2013款 2.0T 智雅版,11.68,,2013年,5万公里,2.0升,自动,会员2年
725,大众,途观 2010款 2.0TSI 自动四驱旗舰版-手续全 过户快,10.98,,2010年,11.95万公里,2.0升,自动,会员4年
726,奥迪,Q5 2016款 40 TFSI 舒适型-精品车况 有意者微聊 车商勿扰,27.8,,2016年,4.2万公里,2.0升,自动,会员1年_可分期付
